Url kad.arbitr,Название,Сумма иска,Проверить сумму иска,Директор,КПП,Адрес,Companiumru Телефон,Companiumru Эл. почта,Companiumru Сайт
https://kad.arbitr.ru/Card/0a0632aa-b3c0-4ffa-907f-e2ecdf91d127,"ООО ""Л-СТРОЙ""",268270.97,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Бабаев Владимир Игоревич,772501001,"115114, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ДАНИЛОВСКИЙ, 1-Й ПАВЕЛЕЦКИЙ ПР-Д, Д. 1/42, К. 2, ПОМЕЩ. 1А/2П, ОФИС 10",+7 919 222-09-83,tok_mc@mail.ru,
https://kad.arbitr.ru/Card/dedd6630-7ced-465c-829f-60f673bca4b8,"ООО ""РУВМР""",122061.14,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Логачёв Сергей Иванович,770401001,"119002, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ АРБАТ, АРБАТ УЛ., Д. 10",,m.usanov@petro-group.ru,
https://kad.arbitr.ru/Card/4930ab65-930f-4628-9614-6f6175805b4e,"ООО ""ТПО ""НОВЫЙ ВЕК""",205354746.17,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дворецкий Вадим Владимирович,772801001,"117342, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, БУТЛЕРОВА УЛ., Д. 17, ПОМЕЩ. 288/4",,,
https://kad.arbitr.ru/Card/e48fcf7e-b5f7-4f98-9741-fb656c0e47b1,"ООО ""М-ЗАБОР""",238150,нет,"ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Власов Сержиу, ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Власов Сержиу Андреевич",775101001,"108811, ГОРОД МОСКВА, КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ) КИЛОМЕТР, ДОМОВЛАДЕН 4, СТРОЕНИЕ 1, БЛОК А ЭТ 8 ОФ 811/1А",+7 499 521-22-45; +7 495 540-54-44,,
https://kad.arbitr.ru/Card/de296223-a4d5-4864-a38c-60dc7afd7f84,"ООО ""КНИЛЕ""",530400,нет,ДИРЕКТОР: Басов Андрей Сергеевич,525001001,"607684, РОССИЯ, НИЖЕГОРОДСКАЯ ОБЛ, КСТОВСКИЙ М.О., МАЛАЯ ЕЛЬНЯ Д, ПРОМЗОНА УЛ, СТР. 3",+7 831 454-20-25; +7 831 413-76-03; +7 831 456-36-89,kniele@mail.ru,kniele.ru
https://kad.arbitr.ru/Card/f6476a4c-b160-4b3a-933c-4f9f478e5b6e,"ООО ""БОЛЕРО ЭСТЕЙТ""",195572.85,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кудрявцев Виктор Николаевич,770501001,"115054, ГОРОД МОСКВА, БАХРУШИНА УЛИЦА, 19, СТР.2",+7 495 710-76-58,vlt4505@gmail.ru,
https://kad.arbitr.ru/Card/fa8ca35a-1875-4f33-a9bc-eae0412f30b1,"ООО ""ЗОЛОТОЙ ЯРЛЫК""",633666.34,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Суюнов Руслан Равильевич,772701001,"117452, ГОРОД МОСКВА, ЧЕРНОМОРСКИЙ БУЛЬВАР, ДОМ 17, КОРПУС 1, Э 5 ПОМ III К 5 ОФ 16",+7 495 783-76-17,stu@cleverco.ru,
https://kad.arbitr.ru/Card/310d9f16-ff75-4cdc-9159-af61c45ded25,"ООО ""КОМБИНАТ ПИТАНИЯ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Козьмин Эдуард Александрович,781301001,"197198, ГОРОД САНКТ-ПЕТЕРБУРГ, КРАСНОГО КУРСАНТА УЛИЦА, ДОМ 25, ЛИТЕР Д, ЭТ/ПОМ 4/№91",+7 812 320-21-26; +7 495 269-01-76,odubova@inbox.ru,concordfactory.ru
https://kad.arbitr.ru/Card/6acf0709-eeb0-47fb-a1e2-e2693da40577,"ООО ""КОЛОС""",7913062.26,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Сергеев Сергей Александрович,712401001,"301582, ТУЛЬСКАЯ ОБЛАСТЬ, ВОЛОВСКИЙ РАЙОН, СУХИЕ ПЛОТЫ ДЕРЕВНЯ, ГЕРОЯ МАТЮХИНА УЛИЦА, 5",+7 487 683-29-30; +7 487 683-29-10; +7 487 625-01-60,kolos.volovo@mail.ru,
https://kad.arbitr.ru/Card/4c017275-17a6-40c5-b6dd-b15e4e046cfd,"ООО ПЛЕМЗАВОД ""БАРЫБИНО""",2097327.82,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛЕМЕННОЙ ЗАВОД ""ЗАРЯ ПОДМОСКОВЬЯ""",500901001,"142060, МОСКОВСКАЯ ОБЛАСТЬ, ДОМОДЕДОВО ГОРОД, ГАЛЬЧИНО ДЕРЕВНЯ, 60-ЛЕТИЯ СССР БУЛЬВАР, СТРОЕНИЕ 6",+7 496 796-41-87,xachen@yandex.ru; pzbarybino@yandex.ru; pzbarubino@yandex.ru,
https://kad.arbitr.ru/Card/cca228d8-882f-4fa7-9e00-ec3bc0126ab8,"ООО ""МИГ-ТРЕЙД161""",257600,нет,ДИРЕКТОР: Данилов Денис Владимирович,616801001,"344091, РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, СТАЧКИ ПРОСПЕКТ, ДОМ 257А, ЛИТЕР А, ОФИС 4",+7 863 226-70-14,,
https://kad.arbitr.ru/Card/189c85be-4ab0-49ed-a9bf-1095fb6bd953,"ООО ""СТАЛЬИНВЕСТТРЕЙД""",610800,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Ермакович Василий Александрович,390601001,"236039, КАЛИНИНГРАДСКАЯ ОБЛАСТЬ, КАЛИНИНГРАД ГОРОД, ЭЛЬБЛОНГСКАЯ УЛИЦА, ДОМ 24, КВАРТИРА 11",+7 401 252-62-86,,
https://kad.arbitr.ru/Card/8b7717f3-178f-4617-afef-8031efd30ef6,"ООО ""ОНИКС""",5185911,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Иванов Сергей Владимирович,773101001,"121471, ГОРОД МОСКВА, БАГРИЦКОГО УЛИЦА, ДОМ 51, КВАРТИРА 170",+7 903 965-61-31,,
https://kad.arbitr.ru/Card/93ed3cbc-116a-4657-85b0-3338443b3474,"ООО ""СПС""",135700,нет,ДИРЕКТОР: Тодосеев Анатолий Владиславович,860301001,"628613, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, НИЖНЕВАРТОВСК ГОРОД, АВИАТОРОВ УЛИЦА, 9, А",+7 346 629-67-17; +7 346 663-37-43; +7 346 663-37-05; +7 346 663-39-85,spservisnv@mail.ru,nvsps.ru
https://kad.arbitr.ru/Card/31b8e85c-985c-4802-9e57-4a458b29b2b2,"ООО ""ТПО ""НОВЫЙ ВЕК""",260904963.94,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дворецкий Вадим Владимирович,772801001,"117342, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, БУТЛЕРОВА УЛ., Д. 17, ПОМЕЩ. 288/4",,,
https://kad.arbitr.ru/Card/5d67417f-cdbb-46a2-b873-7ba25cb83fb0,"ООО ""СОГРАНДИС""",218790,нет,ДИРЕКТОР: Носков Сергей Михайлович,525601001,"603065, НИЖЕГОРОДСКАЯ ОБЛАСТЬ, НИЖНИЙ НОВГОРОД ГОРОД, ПЕРЕХОДНИКОВА УЛИЦА, ДОМ 1Д, КОМНАТА 32",+7 800 500-07-65; +7 831 297-13-71; +7 005 000-76-52; +7 831 298-13-71; +7 831 297-13-95; +7 910 145-63-34; +7 831 500-07-65; +7 831 297-12-95; +7 499 348-21-73; +7 831 298-13-70; +7 920 072-51-70; +7 800 500-08-65; +7 831 297-13-65; +7 831 297-13-59,"ender@promteh-nn.ru; tendr@promteh-nn.ru; tender@promteh-nn.ru, a.s@promteh-nn.ru; tender@promteh-nn.ru; a.s@promteh-nn.ru; tender@promtex-nn.ru; i.k@promteh-nn.ru; mail@ast-plada.ru; info.com@promteh-nn.ru; info@tradeinspect.ru; acrb-jurist@rambler.ru; tender@promtehnn.ru; tender@promteh-nn.tu; a.s@promter-nn.ru; sograndis@mail.ru; tender@promtrx-nn.ru; 23257@bk.ru",
https://kad.arbitr.ru/Card/70dfda13-b5d0-492c-b7a7-6cf2204ad739,"ООО ""СПАРТА""",304285.69,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Маркушин Егор Андреевич,774301001,"125438, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ГОЛОВИНСКИЙ, АВТОМОТОРНАЯ УЛ., Д. 7",+7 901 752-90-40,,
https://kad.arbitr.ru/Card/5d731834-07de-4448-a826-23270f1fed50,"ООО ""ПСФ СПЕЦСТРОЙ-333""",7212254.98,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Фадеев Алексей Станиславович,502901001,"141009, МОСКОВСКАЯ ОБЛАСТЬ, МЫТИЩИ ГОРОДСКОЙ ОКРУГ, МЫТИЩИ ГОРОД, ЩЕЛКОВСКИЙ 2-Й ПРОЕЗД, ДОМ 3, ПОМЕЩЕНИЕ IX, ОФИС 1",+7 495 784-71-65; +7 498 301-69-29; +7 915 145-77-75; +7 965 113-25-13,kulagina.oa@yandex.ru; specstroi-333@bk.ru,
https://kad.arbitr.ru/Card/bf56615b-abe8-49a4-ba5f-ebb32ba9441b,"ООО ""УСМР-45""",9488821.91,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Балашов Илья Сергеевич,772001001,"105118, ГОРОД МОСКВА, БУРАКОВА УЛИЦА, ДОМ 27, КОРПУС 3, Э 3 ПОМ IV К 42",+7 903 744-55-25; +7 495 508-77-72,usmr4511c@eandex.ru; usmr45llc@yandex.ru,
https://kad.arbitr.ru/Card/67a20e56-caea-4734-99d7-5bf10736b312,"ООО ""МНОГОПРОФИЛЬНАЯ ФИРМА МИРА""",1312500,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Перфильев Владимир Валерьевич,301901001,"414056, АСТРАХАНСКАЯ ОБЛ., ГОРОД АСТРАХАНЬ Г.О., АСТРАХАНЬ Г., АСТРАХАНЬ Г., САВУШКИНА УЛ., Д. 37, К. 2, КВ. 46",+7 964 884-82-36,,
https://kad.arbitr.ru/Card/8fab33a9-833a-4a09-9491-05c8c476e38a,"ООО ""ТПО ""НОВЫЙ ВЕК""",173754640.1,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дворецкий Вадим Владимирович,772801001,"117342, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, БУТЛЕРОВА УЛ., Д. 17, ПОМЕЩ. 288/4",,,
https://kad.arbitr.ru/Card/7a53162d-cfb5-45b9-af0b-6147cdbb7b9d,"ООО ""АСГ-КОНСТРАКШН""",550000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Оленин Александр Юрьевич,504501001,"142800, МОСКОВСКАЯ ОБЛАСТЬ, СТУПИНО ГОРОД, ТРАНСПОРТНАЯ УЛИЦА, ВЛАДЕНИЕ 14",+7 495 661-68-69; +7 495 598-59-77; +7 495 598-59-72; +7 495 598-59-44; +7 495 598-59-87; +7 495 598-59-85; +7 496 647-51-56; +7 495 598-59-74; +7 496 647-51-55; +7 495 598-59-61; +7 916 708-01-69; +7 495 745-68-69,info@ac-stroy.com,asg-construction.com
https://kad.arbitr.ru/Card/74d16c8f-4fbd-4781-b802-105337d12a26,"ООО ""МУЛЬТИ-ТОРГ""",2959280,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Ким Александр Геннадьевич,771501001,"127273, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОТРАДНОЕ, СИГНАЛЬНЫЙ ПР-Д, Д. 16, СТР. 37, ЭТАЖ/КОМНАТА АНТРИСОЛЬ 1/5",+7 495 215-06-31; +7 499 903-72-07; +7 499 903-71-71,stavreva@yandex.ru,
https://kad.arbitr.ru/Card/7a45eb01-be91-48ee-b291-da3ddd7e08d2,"ООО ""ОРГСТРОЙ ПРОФИ""",1114916,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Захаров Дмитрий Геннадиевич,504701001,"141580, МОСКОВСКАЯ ОБЛ, ХИМКИ Г, ЧЁРНАЯ ГРЯЗЬ Д, Д. 6П",+7 977 846-95-68,,
https://kad.arbitr.ru/Card/44adb91d-6615-4d36-99b9-75b406c809a0,"ООО ""ПФ СОКОЛ""",1385886.12,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОКОЛ МЕНЕДЖМЕНТ""",591601001,"617060, ПЕРМСКИЙ КРАЙ, КРАСНОКАМСК ГОРОД, ПРОМЫШЛЕННАЯ УЛИЦА, ДОМ 4",+7 342 250-03-15; +7 342 261-44-88; +7 342 261-31-41; +7 342 261-31-42,office@pfsokol.ru,
https://kad.arbitr.ru/Card/92420566-65ed-47ff-af15-ee7da3cacaed,"ООО ""СОДРУЖЕСТВО 50""",1045566.49,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Простова Ольга Владимировна,770601001,"115035, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЯКИМАНКА, КАДАШЁВСКАЯ НАБ., Д. 26",+7 916 073-14-97,antares.ea.group@gmail.com,
https://kad.arbitr.ru/Card/62d90e09-07cc-4a80-93bd-fbeecba8731d,"ООО ""ОНИКС""",161398.6,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Абрамович Андрей Александрович,770701001,"127030, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ТВЕРСКОЙ, СУЩЁВСКАЯ УЛ., Д. 21, ПОМЕЩ. 1/1, КОМ. 19A",+7 925 800-25-35,,
https://kad.arbitr.ru/Card/9a96ed8d-e245-4578-9e20-522672e113e2,"ООО ""5 ШАГОВ""",107571.64,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кетова Любовь Николаевна,500101001,"143900, МОСКОВСКАЯ ОБЛАСТЬ, БАЛАШИХА ГОРОД, ЛЕНИНА ПРОСПЕКТ, 57, ПОМ.65",,,
https://kad.arbitr.ru/Card/1fc557cb-c9fa-43e4-9504-2f015b18efdd,"ООО ""ДАРУС""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Цормаев Руслан Магамедович,504701001,"141402, МОСКОВСКАЯ ОБЛАСТЬ, ХИМКИ ГОРОД, ВАШУТИНСКОЕ ШОССЕ, ДОМ 6",+7 498 764-29-27,,
https://kad.arbitr.ru/Card/04ca33fd-9ca6-4ff7-8a93-de79094fd54d,"ООО ""ЭРТЕ-С""",335799.38,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Сардарян Сасун Юрьевич,263201001,"357519, СТАВРОПОЛЬСКИЙ КРАЙ, ПЯТИГОРСК ГОРОД, КАЛИНИНА ПРОСПЕКТ, ДОМ 15, ЭТАЖ 3 ОФ. 7 А",+7 919 737-03-67; +7 961 440-10-02; +7 962 408-10-06,l@erte-s.ru; lisenkova_s@erte-s.ru,
https://kad.arbitr.ru/Card/1a958fea-f879-4d4a-a9ac-d6e516d4c655,"ООО ""СР""",225787.26,нет,ДИРЕКТОР: Кальмина Анна Владимировна,631101001,"443030, САМАРСКАЯ ОБЛАСТЬ, САМАРА ГОРОД, ЧЕРНОРЕЧЕНСКАЯ УЛИЦА, ДОМ 21, ОФИС 259",+7 927 776-56-66,sky.rent@mail.ru,
https://kad.arbitr.ru/Card/f2616daf-8595-4329-a0a2-6a2a909e4978,"ООО ""КАСКАД""",172040.04,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Марукян Владимир Степанович,772001001,"105118, ГОРОД МОСКВА, БУРАКОВА УЛИЦА, ДОМ 14, СТРОЕНИЕ 5, ЭТ 3 ПОМ 1 КОМ 9",,a.d.kamenskaya@1cbo-bu.ru,
https://kad.arbitr.ru/Card/64b7924f-403f-4666-94e2-1463a1697224,"ООО ""АВРОРА""",1102716.26,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Лазаренко Сергей Николаевич,771801001,"107023, ГОРОД МОСКВА, ЭЛЕКТРОЗАВОДСКАЯ УЛИЦА, ДОМ 52, СТРОЕНИЕ 2-3, ПОМЕЩЕНИЕ 06",+7 495 665-59-03; +7 495 665-63-60,arenda@orlikovplaza.ru; shg@7811178.ru,
https://kad.arbitr.ru/Card/1b6dbad2-dccf-4589-90c8-430c40077ba3,"ООО ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",553900,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Беседин Макар Анатольевич,775101001,"108840, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. ГОРОДСКОЙ ОКРУГ ТРОИЦК, ТРОИЦК Г., ТРОИЦК Г., АКАДЕМИКА ЧЕРЕНКОВА УЛ., Д. 6, ЭТАЖ/ОФИС 3/8",+7 495 211-83-22; +7 495 669-56-67; +7 985 211-83-22,info@grucom.su; elen_vl@list.ru; svatok@me.com,
https://kad.arbitr.ru/Card/d56d1c49-9a58-450b-bd5f-74e5d5658916,"ООО ""СКАЙЛАЙН ГОЛД""",0,да,,770401001,"119034, ГОРОД МОСКВА, МАЛЫЙ ЛЁВШИНСКИЙ ПЕРЕУЛОК, ДОМ 10, ПОМ IV КОМ 2 ОФ 18, ПОДВАЛ",+7 495 790-47-37; +7 495 615-54-92; +7 495 287-07-72; +7 495 615-83-13,9514054@rambler.ru,ук-скайлайнголд.рф
https://kad.arbitr.ru/Card/62bb864e-3666-4f08-94f0-72afdafb4957,"ООО ""МАРМИТЭКС""",304295.81,нет,ЛИКВИДАТОР: Громов Михаил Станиславович,860201001,"628406, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, СУРГУТ Г, ИМЕНИ ГЛУХОВА УЛ, Д. 9",,,
https://kad.arbitr.ru/Card/6f7e1595-475b-40d5-a41f-2108d18ce555,"ООО ФИРМА ""ИКА""",258771.88,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Тушишвили Мераб Федорович,772501001,"117049, ГОРОД МОСКВА, ЛЕНИНСКИЙ ПРОСПЕКТ, 14",+7 495 236-50-61; +7 499 236-50-61,ikamf@mail.ru,
https://kad.arbitr.ru/Card/82b72445-dbb3-4727-a674-a929503d45d9,"ООО ""АЛГОРИТМ""",14337151.24,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Аринович Александр Антонович,502401001,"143442, РОССИЯ, МОСКОВСКАЯ ОБЛ., КРАСНОГОРСК Г.О., ОТРАДНОЕ П., Д. 12А, ЭТАЖ 1, КОМ. 4",,,
https://kad.arbitr.ru/Card/df8905b0-e406-465c-9992-c566f16af852,"ООО ""ЛЕВАДА""",137555,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Левдик Игорь Владимирович,770401001,"119034, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ХАМОВНИКИ, ПРЕЧИСТЕНКА УЛ., Д. 17/9, ЭТАЖ ПОДВАЛ, ПОМЕЩ./КОМ. IV/7",+7 495 318-87-45; +7 916 514-85-70,,cklevada.ru
https://kad.arbitr.ru/Card/91c84821-3f57-4191-83b1-79aa4cf24a45,"ООО ""ЭЛЕВАТОРМЕЛЬКОМПЛЕКТ""",137052.78,нет,,770101001,"105005, ГОРОД МОСКВА, БАУМАНСКАЯ УЛИЦА, ДОМ 44, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ I КОМНАТА 9",+7 495 272-15-55,,
https://kad.arbitr.ru/Card/4d40ee0e-b186-4904-bf07-64eee376a606,"ООО ""ЧИСТЫЙ МИР""",950789.63,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Болдырева Карина Игоревна,081601001,"358016, РОССИЯ, РЕСП. КАЛМЫКИЯ, ГОРОД ЭЛИСТА Г.О., ЭЛИСТА Г., 7 МКР., Д. 5, К. 1, КВ. 47",+7 847 226-15-67,r-clean@yandex.ru,
https://kad.arbitr.ru/Card/7049f314-76f3-4aaf-81dd-c190f0b20a6a,"ООО ""АРМАНГ""",5302713.23,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Алиев Мушфиг Сархад Оглы,772401001,"115598, ГОРОД МОСКВА, ЗАГОРЬЕВСКАЯ УЛИЦА, ДОМ 23, КОРПУС 1, КВАРТИРА 489",+7 499 179-92-81,,
https://kad.arbitr.ru/Card/04b186c3-bc13-4d5c-93c0-d13fbe5655ec,"ООО ""ТРАНСЗАКАЗ""",350000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Могилевский Сергей Владимирович,772601001,"117525, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЧЕРТАНОВО ЦЕНТРАЛЬНОЕ, ДНЕПРОПЕТРОВСКАЯ УЛ., Д. 3, К. 5, ЭТАЖ/ПОМЕЩ. 1/III, КОМ./ОФИС 6/6-17",+7 495 382-60-10,,tszakaz.ru
https://kad.arbitr.ru/Card/00aee7c0-3286-4583-b851-13a051660e6d,"ООО ""КМТ""",934150.8,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кириянко Алексей Владимирович,770301001,"123112, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРЕСНЕНСКИЙ, ПРЕСНЕНСКАЯ НАБ., Д. 12, ЭТАЖ 45, КОМ. 82",+7 499 390-09-20; +7 908 498-69-42; +7 916 782-24-18,kmt-msk@mail.ru,
https://kad.arbitr.ru/Card/4c3b3611-6ecf-45eb-8b79-33cf2caf2e7b,"ООО ""КВИК ЛАЙН МСК""",1170000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Мельниченко Владимир Олегович,771601001,"129327, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ БАБУШКИНСКИЙ, КОМИНТЕРНА УЛ., Д. 7, К. 2, ЭТАЖ/ПОМЕЩЕНИЕ 2/I, КОМНАТА 23",+7 495 641-16-99; +7 499 641-16-99,akimovanv@2kaudit.ru; kompaniets@quick-line.biz,quick-line.biz
https://kad.arbitr.ru/Card/2b6bf9e1-0c15-43a0-bf43-bc78eb30bebc,"ООО ""ТОРГОВЫЙ ДОМ ""НСК-МЕТАЛЛ-МОСКВА""",128207,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Серебрянников Дмитрий Альбертович,772001001,"111141, ГОРОД МОСКВА, 3-Й ПЕРОВА ПОЛЯ ПРОЕЗД, ДОМ 8, СТРОЕНИЕ 11, ЭТАЖ 1 ОФИС 118",+7 926 164-12-64; +7 499 322-12-22,info-nskmetall@yandex.ru; info@nsk-metall.ru,nsk-metall.com
https://kad.arbitr.ru/Card/1ec539ab-1dba-4718-a7d6-d7c22a0d4080,"ООО ""АНТТЕК""",1012633.5,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Куру Рамазан,773001001,"121087, ГОРОД МОСКВА, БЕРЕГОВОЙ ПРОЕЗД, ДОМ 5А, КОРПУС 1, ЭТАЖ/ПОМ 5/I",+7 499 730-74-42; +7 499 730-74-41; +7 495 974-78-36; +7 495 589-20-15; +7 915 329-83-85,kuvondykova@bk.ru,antteq.ru; antteq.com
https://kad.arbitr.ru/Card/ecd57749-caee-4f91-9a1e-aa1fd2f5400d,"ООО ""АНТТЕК""",6239170,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Куру Рамазан,773001001,"121087, ГОРОД МОСКВА, БЕРЕГОВОЙ ПРОЕЗД, ДОМ 5А, КОРПУС 1, ЭТАЖ/ПОМ 5/I",+7 499 730-74-42; +7 499 730-74-41; +7 495 974-78-36; +7 495 589-20-15; +7 915 329-83-85,kuvondykova@bk.ru,antteq.ru; antteq.com
https://kad.arbitr.ru/Card/c3646106-02b8-4466-a19b-8d5a929ac80f,"ООО ""СТГ-ВОСТОК""",172999.47,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кошелев Евгений Владимирович,253601001,"690014, РОССИЯ, ПРИМОРСКИЙ КРАЙ, ВЛАДИВОСТОКСКИЙ Г.О., ВЛАДИВОСТОК Г., ОГАРЕВА УЛ., Д. 5",+7 499 128-01-33; +7 495 984-72-32,,
https://kad.arbitr.ru/Card/43b68656-474f-433f-bb55-94bb444069bd,"ООО ""ДЕТАЛЬ ПРОЕКТ""",151913.05,нет,"ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Казаков Александр Владимирович, ДИРЕКТОР ПО БЕЗОПАСНОСТИ: Сомов Роман Сергеевич",772701001,"117420, ГОРОД МОСКВА, НАМЁТКИНА УЛИЦА, ДОМ 13, КОРПУС 2, ЭТ 1 ПОМ III КОМ 15",+7 863 432-77-89; +7 968 488-88-79; +7 499 794-41-95,office@detail-project.ru,
https://kad.arbitr.ru/Card/ce051c33-30e7-4b61-a511-0a22dc1bd480,"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",616597.17,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Черкашин Геннадий Иванович,504201001,"141310, РОССИЯ, МОСКОВСКАЯ ОБЛ., СЕРГИЕВО-ПОСАДСКИЙ Г.О., СЕРГИЕВ ПОСАД Г., КРАСНОЙ АРМИИ ПР-КТ, Д. 212Е, ПОМЕЩ. 1, КОМ. 19",+7 963 060-75-95,393977@inbox.ru,centr-nano.ru
https://kad.arbitr.ru/Card/42012b69-062c-443f-94ed-bc72966df659,"ООО НПП ""САРГАЗ""",5635966.9,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Горин Сергей Анатольевич,645101001,"410019, САРАТОВСКАЯ ОБЛАСТЬ, САРАТОВ ГОРОД, 4-Й ИМ ЧЕРНЫШЕВСКОГО Н.Г. ПРОЕЗД, ДОМ 3",+7 845 275-99-59; +7 905 384-88-20,sargaz@mail.ru,sargaz.ru
https://kad.arbitr.ru/Card/516a0630-c8ff-459f-8437-8d9c24f3146f,"ООО ""НВК""",737866.93,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Михальчук Вадим Сергеевич,770501001,"115184, ГОРОД МОСКВА, ОЗЕРКОВСКИЙ ПЕРЕУЛОК, 12",+7 495 721-99-00; +7 495 988-37-31; +7 800 250-49-45; +7 988 461-86-30; +7 483 519-28-60; +7 818 582-53-53,info@nvk-depo.ru; k.mikhalchuk@nvk-depo.ru; info_konosha@nvrk.ru; info.kns@nvrk.ru,
